"identifier";"title";"organization";"organization_name";"topic"
"1020011676-othodi";"Сведения о местах санкционированного размещения твердых коммунальных отходов, полигонов бытовых отходов (вид отходов)";"1020011676";"Администрация Прионежского муниципального района Республики Карелия";"Ecology"
"3802010520-uk";"Перечень организаций, обслуживающих жилищный фонд";"3802010520";"Администрация Бодайбинского городского поселения";"Government"
"3802010520-mp";"Перечень муниципальных программ";"3802010520";"Администрация Бодайбинского городского поселения";"Government"
"4027017947-ndgk";"Информация о деятельности народной дружины города Калуги по охране общественного порядка";"4027017947";"Городская Управа города Калуги";"Government"
"7710747640-piksp";"Проверено, изъято по результатам проверок и конфисковано по решению судов этилового спирта (по субъектам Российской Федерации) ";"7710747640";"Федеральная служба по регулированию алкогольного рынка";"Government"
"7710747640-pikap";"Проверено, изъято по результатам проверок и конфисковано по решению судов алкогольной продукции (по субъектам Российской Федерации) ";"7710747640";"Федеральная служба по регулированию алкогольного рынка";"Government"
"7710747640-pikvod";"Проверено, изъято по результатам проверок и конфисковано по решению судов водки (по субъектам Российской Федерации) ";"7710747640";"Федеральная служба по регулированию алкогольного рынка";"Government"
"8911021313-parking";"Сведения о стоянках (парковках) транспортных средств";"8911021313";"Администрация муниципального образования поселок Ханымей";"Transport"
"8911021313-transport";"Места нахождения остановочных пунктов автомобильного транспорта";"8911021313";"Администрация муниципального образования поселок Ханымей";"Transport"
"6726003059-preschool";"Дошкольные образовательные учреждения города Сафоново Смоленской области";"6730013853";"Администрация Смоленской области";"Education"
"6726003059-aded";"Образовательное учреждение дополнительного образования детей города Сафоново Смоленской области";"6730013853";"Администрация Смоленской области";"Education"
"3702514210-vakansii";"СВЕДЕНИЯ О ВАКАНТНЫХ ДОЛЖНОСТЯХ ГОСУДАРСТВЕННОЙ ГРАЖДАНСКОЙ СЛУЖБЫ В КОМИТЕТЕ";"3702514210";"комитет Ивановской области по лесному хозяйству";"Ecology"
"4404000684-razresh";"Сведения о местах нахождения объектов, в отношении которых выданы разрешения на строительство или реконструкцию";"4404000684";"Администрация городского округа город Мантурово Костромской области";"Construction"
"5202002313-struktura";"Структура администрации";"5202002313";"Администрация Арзамасского муниципального района Нижегородской области";"Government"
"2539085054-fingp";"Сведения об обьемах финансового обеспечения и достижения значений показателей гп субьекта РФ";"2539085054";"Департамент лесного хозяйства Приморского края";"Economics"
"6726003059-kultura";"Учреждения культуры города Сафоново Смоленской области";"6730013853";"Администрация Смоленской области";"Culture"
"6726003059-uk";"Управляющие компании Сафоновского городского поселения";"6730013853";"Администрация Смоленской области";"Economics"
"6702000676-detsad";"Дошкольные образовательные учреждения муниципального образования ""Глинковский район"" Смоленской области";"6730013853";"Администрация Смоленской области";"Education"
"3123150996-nadzoroktyabr";"Сведения о государственном лесном надзоре «лесной охране» ";"3123150996";"Управление лесного и охотничьего хозяйства Белгородской области";"Government"
"8901034761-localokn";"Сведения о местах нахождения объектов культурного наследия местного значения";"8901034761";"Служба государственной охраны объектов культурного наследия Ямало-Ненецкого автономного округа";"Culture"
"2539085054-lesopatologich";"Результаты лесопатологических обследований";"2539085054";"Департамент лесного хозяйства Приморского края";"Ecology"
"2539085054-pozhaopasnost";"Данные мониторинга пожарной опасности в лесах";"2539085054";"Департамент лесного хозяйства Приморского края";"Ecology"
"8911021426-infomanagers";"Информация о руководителях Администрации МО пос.Уренгой";"8911021426";"Администрация муниципального образования поселок Уренгой в Ямало-Ненецком автономном округе";"Government"
"8903025346-structure";"Информация о структуре Администрации муниципального образования поселок Правохеттинский";"8903025346";"Администрация муниципального образования поселок Правохеттинский";"Government"
"8903025346-executive";"Информация о руководстве Администрации муниципального образования поселок Правохеттинский";"8903025346";"Администрация муниципального образования поселок Правохеттинский";"Government"
"7710723399-meropriyatiyaposozdaniyuiblagoustroystvuparkoviozelenennyhterritoriy";"Мероприятия по созданию и благоустройству парков и озелененных территорий";"7710489036";"Высший исполнительный орган государственной власти города Москвы-Правительство Москвы";"Entertainment"
"8903025346-location";"Информация о месте нахождения Администрации муниципального образования поселок Правохеттинский";"8903025346";"Администрация муниципального образования поселок Правохеттинский";"Government"
"8901034761-listofexperts";"Перечень аттестованных Государственных экспертах по проведению Государственной историко-культурной экспертизы на территории Ямало-Ненецкого автономного округа";"8901034761";"Служба государственной охраны объектов культурного наследия Ямало-Ненецкого автономного округа";"Culture"
"8906003365-obektydlyasvyazi";"Объекты для размещения сооружений и средств связи";"8906003365";"Администрация муниципального образования город Муравленко в Ямало-Ненецком автономном округе";"Construction"
"8901034761-locationsgokn";"Сведения о месте нахождения  службы государственной охраны объектов культурного наследия Ямало-Ненецкого автономного округа (наименование, режим работы)";"8901034761";"Служба государственной охраны объектов культурного наследия Ямало-Ненецкого автономного округа";"Culture"
"7536095945-lesopolzovateldolgnik";"Реестр лесопользователей-должников по плате за использование лесов в федеральный бюджет";"7536095945";"Министерство природных ресурсов Забайкальского края";"Ecology"
"7710168515-okof2014";"Общероссийский классификатор основных фондов ОКОФ (ОК 013-2014 (СНС 2008))";"7710489036";"Высший исполнительный орган государственной власти города Москвы-Правительство Москвы";NA
"7710881420-MoscowVarene";"(Архив) Места проведения фестиваля «Московское варенье»";"7710489036";"Высший исполнительный орган государственной власти города Москвы-Правительство Москвы";NA
"7708040885-SPIndoorclimbingwalls";"Скалодромы крытые";"7710489036";"Высший исполнительный орган государственной власти города Москвы-Правительство Москвы";NA
"7708040885-SPShootingrange";"Стрельбища";"7710489036";"Высший исполнительный орган государственной власти города Москвы-Правительство Москвы";NA
"7710878000-lesnoyreestrgorodaMoskvy";"Государственный лесной реестр города Москвы";"7710489036";"Высший исполнительный орган государственной власти города Москвы-Правительство Москвы";NA
"7704786030-Svedeniyaomestahnahozhdeniyaploschadokotdyhavoditeleystoyankahparkovkahmarshrutnyhtransportnyhsredstv";"Сведения о местах нахождения площадок отдыха водителей, стоянках (парковках) маршрутных транспортных средств";"7710489036";"Высший исполнительный орган государственной власти города Москвы-Правительство Москвы";NA
"7710145589-ArchitectureUrbanPlanningDecisions";"Реестр свидетельств об утверждении архитектурно-градостроительных решений объектов капитального строительства";"7710489036";"Высший исполнительный орган государственной власти города Москвы-Правительство Москвы";NA
"7705021556-Obektykulturnogonaslediya";"Объекты культурного наследия";"7710489036";"Высший исполнительный орган государственной власти города Москвы-Правительство Москвы";NA
"7706560536-emiss";"Перечень показателей, формируемых в соответствии  с Федеральным планом статистических работ (ФПСР), в том числе показатели о результатах проведенных плановых  и внеплановых проверок";"7706560536";"Федеральная служба государственной регистрации, кадастра и картографии";"Government"
"0542009356-gorodderbent";"Перечень объектов похоронного назначения";"0542009356";"Администрация городского округа ""город Дербент""";"Government"
"3802010520-contact";"Перечень контактной информация администрации";"3802010520";"Администрация Бодайбинского городского поселения";"Government"
"3802010520-mu";"Перечень муниципальных услуг, предоставляемых администрацией Бодайбинского городского поселения";"3802010520";"Администрация Бодайбинского городского поселения";"Government"
"8903025346-russianpost";"Перечень отделений почтовой связи, расположенных на территории муниципального образования поселок Правохеттинский";"8903025346";"Администрация муниципального образования поселок Правохеттинский";"Government"
"8903025346-kindergarten";"Перечень муниципальных дошкольных общеобразовательных учреждений, находящихся на территории муниципального образования поселок Правохеттинский";"8903025346";"Администрация муниципального образования поселок Правохеттинский";"Education"
"7706560536-statistikalicenzirovaniya";"Статистическая информация об осуществлении Росреестром лицензирования геодезической  и картографической деятельности";"7706560536";"Федеральная служба государственной регистрации, кадастра и картографии";"Government"
"7706560536-ctkop-10";"Цифровые топографические карты открытого пользования масштаба 1:10 000 (метаданные)";"7706560536";"Федеральная служба государственной регистрации, кадастра и картографии";"Cartography"
"7706560536-ctk-200";"Цифровые топографические карты  масштаба 1:200 000 (метаданные)";"7706560536";"Федеральная служба государственной регистрации, кадастра и картографии";"Cartography"
"6234113177-a";"Сведения о подведомственных министерству труда и социальной защиты населения Рязанской области учреждениях, информация о которых подлежит предоставлению с использованием координат  и НКО (основная часть )";"6234113177";"Министерство труда и занятости населения Рязанской области";"Government"
"7706560536-ctk-mln";"Цифровые топографические карты  масштаба 1:1 000 000 (метаданные)";"7706560536";"Федеральная служба государственной регистрации, кадастра и картографии";"Cartography"
"8901017364-svyanao";"Информация о службе ветеринарии ЯНАО";"8901017364";"Служба ветеринарии Ямало-Ненецкого автономного округа";"Government"
"8901017364-gosuslugi";"Перечень госуслуг, предоставляемых службой ветеринарии ЯНАО";"8901017364";"Служба ветеринарии Ямало-Ненецкого автономного округа";"Government"
"8901017364-structure";"Структура службы ветеринарии ЯНАО";"8901017364";"Служба ветеринарии Ямало-Ненецкого автономного округа";"Government"
"8901017364-telephonnumber";"Телефонный справочник службы ветеринарии ЯНАО";"8901017364";"Служба ветеринарии Ямало-Ненецкого автономного округа";"Government"
"8901017364-podved";"Информация о подведомственных учреждениях";"8901017364";"Служба ветеринарии Ямало-Ненецкого автономного округа";"Government"
"6730012070-detsad";"Дошкольные образовательные учреждения города Смоленска";"6730013853";"Администрация Смоленской области";"Education"
"7706560536-fags";"Перечень обслуживающих пунктов фундаментальной астрономо-геодезической сети";"7706560536";"Федеральная служба государственной регистрации, кадастра и картографии";"Cartography"
"7706560536-ctpop-5";"Цифровые топографические планы открытого пользования масштаба 1:5 000 (метаданные)";"7706560536";"Федеральная служба государственной регистрации, кадастра и картографии";"Cartography"
"7706560536-regotdname";"Перечень региональных отделов ФГБУ «Центр геодезии, картографии и ИПД»";"7706560536";"Федеральная служба государственной регистрации, кадастра и картографии";"Government"
"6730012070-kultura";"Подведомственные учреждения культуры и искусства";"6730013853";"Администрация Смоленской области";"Culture"
"7706560536-rezproverkica";"Результаты проверок, проведенных в центральном аппарате Росреестра, органами, осуществляющими контрольно-надзорные функции";"7706560536";"Федеральная служба государственной регистрации, кадастра и картографии";"Government"
"1215117610-gosohotreestr-forma-4-3-nyrok-krasnonos";"Государственный охотхозяйственный реестр. Форма 4.3. (ДПТ) - Документированная информация о добыче нырка красноносого по состоянию на 31.07.2018 г.";"1215117610";"Министерство природных ресурсов, экологии и охраны окружающей среды Республики Марий Эл";"Ecology"
"1215117610-gosohotreestr-forma-4-3-chibis";"Государственный охотхозяйственный реестр. Форма 4.3. (ДПТ) - Документированная информация о добыче чибиса по состоянию на 31.07.2018 г.";"1215117610";"Министерство природных ресурсов, экологии и охраны окружающей среды Республики Марий Эл";"Ecology"
"6234087093-lesnadzor";"Сведения о федеральном государственном лесном надзоре (лесная охрана)";"6234087093";"Министерство природопользования Рязанской области";"Ecology"
"6234087093-zemlilesnyhnasagdenie";"Состав земель лесного фонда и земель лесных категорий, на которых расположены леса";"6234087093";"Министерство природопользования Рязанской области";"Ecology"
"2539085054-dolzhniki";"Реестр лесопользователей-должников по плате за использование лесов в федеральный бюджет";"2539085054";"Департамент лесного хозяйства Приморского края";"Ecology"
"3008004235-routes";"Реестр муниципальных маршрутов муниципального образования Наримановский район";"3008004235";"Администрация муниципального образования ""Наримановский район""Астраханской области";"Transport"
"3123150996-arendaoctoberles";"Сведения о планируемом предоставлении лесных участков для использования по состоянию на 24.10.18";"3123150996";"Управление лесного и охотничьего хозяйства Белгородской области";"Government"
"3123150996-vosproizvodstvolesa";"Информация о воспроизводстве лесов по состоянию на 24.10.18";"3123150996";"Управление лесного и охотничьего хозяйства Белгородской области";"Government"
"3123150996-oxotreestr";"Государственный охотхозяйственный реестр. Форма 1.1. (ЧМ) - Документированная информация о численности млекопитающих, отнесенных к охотничьим ресурсам по состоянию на 31.03.2018 г.";"3123150996";"Управление лесного и охотничьего хозяйства Белгородской области";"Government"
"8903008622-goverment";"Перечень органов местного самоуправления муниципальных образования Надымский район, город Надым и поселений, образованных в составе территории муниципального образования Надымский район Ямало-Ненецкого автономного округа";"8903008622";"Администрация муниципального образования Надымский район в Ямало-Ненецком автономном округе";"Government"
"3123023081-reklama";"Схема размещения рекламных конструкций на территории городского округа «Город Белгород»";"3123023081";"Администрация городского округа ""Город Белгород""";"Government"
"2539085054-voproizvodstvo";"Информация о воспроизводстве лесов";"2539085054";"Департамент лесного хозяйства Приморского края";"Ecology"
"3123023081-neprigod";"Перечень аварийных многоквартирных домов и жилых домов, признанных непригодными для проживания, расположенных на территории городского округа «Город Белгород»";"3123023081";"Администрация городского округа ""Город Белгород""";"Government"
"3123023081-stroitelstvo";"Перечень разрешений на строительство и ввод объекта в эксплуатацию, выданных администрацией города Белгорода";"3123023081";"Администрация городского округа ""Город Белгород""";"Construction"
"4413000610-reestrimich";"Реестр недвижимого муниципального имущества ";"4413000610";"Администрация Кологривского муниципального района";"Economics"
"3123023081-istochniki";"Перечень источников открытых данных, размещенных администрацией города Белгорода";"3123023081";"Администрация городского округа ""Город Белгород""";"Government"
"6702000676-shkoly";"Общеобразовательные учреждения муниципального образования ""Глинковский район""";"6730013853";"Администрация Смоленской области";"Education"
"8903008622-subordinatepangody";"Учреждения, подведомственные  Администрации муниципального образования поселок Пангоды Ямало-Ненецкого автономного округа";"8903008622";"Администрация муниципального образования Надымский район в Ямало-Ненецком автономном округе";"Government"
"7706560536-liclist";"Реестр действующих лицензий на осуществление геодезической и картографической деятельности";"7706560536";"Федеральная служба государственной регистрации, кадастра и картографии";"Government"
"8905001855-esia";"Центры обслуживания пользователей (ЕСИА) ";"8905001855";"Администрация муниципального образования город Ноябрьск в Ямало-Ненецком автономном округе";"Government"
"8905001855-apteki";"Перечень аптек, расположенных на территории города Ноябрьска";"8905001855";"Администрация муниципального образования город Ноябрьск в Ямало-Ненецком автономном округе";"Health"
"7706560536-cptpop-2";"Цифровые топографические планы открытого пользования масштаба 1:2 000  (метаданные)";"7706560536";"Федеральная служба государственной регистрации, кадастра и картографии";"Cartography"
"1001016090-semena";"Информация о выращивании посадочного материала и заготовке семян";"1001016090";"Министерство природных ресурсов и экологии Республики Карелия";"Ecology"
"2539085054-zagotovkasemyan";"Информация о выращивании посадочного материала и заготовке семян";"2539085054";"Департамент лесного хозяйства Приморского края";"Ecology"
"8912001616-kindergarten";"Детские сады Красноселькупского района";"8912001616";"Управление образования Администрации муниципального образования Красноселькупский район в Ямало-Ненецком автономном округе";"Education"
"8912001616-schools";"Школы Красноселькупского района";"8912001616";"Управление образования Администрации муниципального образования Красноселькупский район в Ямало-Ненецком автономном округе";"Education"
"2636045265-opendataistochniki";"Перечень источников открытых данных, размещенных министерством природных ресурсов и охраны окружающей среды Ставропольского края";"2636045265";"Министерство природных ресурсов и охраны окружающей среды Ставропольского края";"Government"
"7706560536-proverkisroo";"Информация о результатах проведения проверок по надзору за деятельностью саморегулируемых организаций оценщиков";"7706560536";"Федеральная служба государственной регистрации, кадастра и картографии";"Government"
"7706560536-proverkisroki";"Информация о результатах проведения проверок при осуществлении государственного надзора за деятельностью саморегулируемых организаций кадастровых инженеров, национального объединения саморегулируемых организаций кадастровых инженеров";"7706560536";"Федеральная служба государственной регистрации, кадастра и картографии";"Government"
"8901035910-podved";"Перечень учреждений, подведомственных муниципальному учреждению «Департамент градостроительства, землепользования и имущественных отношений Администрации города Лабытнанги»";"8901035910";"Муниципальное учреждение ""Департамент градостроительства, землепользования и имущественных отношений Администрации города Лабытнанги"" Ямало–Ненецкого автономного округа";"Construction"
"8911021440-podvedomstvo";"Подведомственные учреждения п. Пурпе";"8911021440";"Администрация муниципального образования поселок Пурпе в Ямало-Ненецком автономном округе";"Government"
"0326041154-adresalesnichest";"адреса Республиканского агентства лесного хозяйства";"0326041154";"Республиканское агентство лесного хозяйства";"Government"
"0326041154-adresaleshozov";"адреса учреждений, подведомственных Республиканскому агентству лесного хозяйства";"0326041154";"Республиканское агентство лесного хозяйства";"Government"
"4029045065-aaaaddddd";"Результаты лесопатологических обследований по состоянию на 1 октября 2018 года";"4029045065";"Министерство природных ресурсов и экологии Калужской области";"Ecology"
"8620008290-perechendou";"Перечень дошкольных учреждений Нижневартовского района";"8620008290";"Администрация Нижневартовского района";"Education"
"8620008290-perechenudou";"Перечень учреждений дополнительного образования Нижневартовского района";"8620008290";"Администрация Нижневартовского района";"Education"
"8903008622-subordinatnadym";"Учреждения, подведомственные Администрации муниципального образования Надымский район Ямало-Ненецкого автономного округа";"8903008622";"Администрация муниципального образования Надымский район в Ямало-Ненецком автономном округе";"Government"
"8903025515-reestr";"Реестр аварийных многоквартирных домов на территории муниципального образования село Ныда";"8903025515";"Администрация муниципального образования село Ныда в Ямало-Ненецком автономном округе";"Construction"
"8620008290-esia";"Список пунктов регистрации и подтверждения личности в Единой системе идентификации и аутентификации (ЕСИА)";"8620008290";"Администрация Нижневартовского района";"Electronics"
"1001016090-lesuchastki";"Сведения о планируемом предоставлении лесных участков для использования";"1001016090";"Министерство природных ресурсов и экологии Республики Карелия";"Government"
"8620008290-socz";"Перечень органов социальной защиты населения на территории района";"8620008290";"Администрация Нижневартовского района";"Government"
"8620008290-transport";"Перечень маршрутов и тарифов проезда в общественном транспорте";"8620008290";"Администрация Нижневартовского района";"Transport"
"8620008290-rtrs";"Перечень населенных пунктов вне зоны поквытия РТРС";"8620008290";"Администрация Нижневартовского района";"Government"
"8620008290-perechenmp";"Перечень муниципальных программ Нижневартовского района";"8620008290";"Администрация Нижневартовского района";"Government"
"8620008290-pmzh";"Перечень мест захоронения Нижневартовского района";"8620008290";"Администрация Нижневартовского района";"Government"
"7710537160-medcluster";"Реестр уведомлений о начале осуществления медицинской деятельности в медицинском кластере";"7710537160";"Федеральная служба по надзору в сфере здравоохранения";"Health"
"7710537160-council";"Состав Общественного совета при Росздравнадзоре";"7710537160";"Федеральная служба по надзору в сфере здравоохранения";"Health"
"7710537160-reference";"Референтные группы Росздравнадзора";"7710537160";"Федеральная служба по надзору в сфере здравоохранения";"Health"
"8903008622-sonk";"Реестр социально ориентированных  некоммерческих организаций - получателей поддержки Администрации муниципального образования  Надымский район Ямало-Ненецкого автономного округа";"8903008622";"Администрация муниципального образования Надымский район в Ямало-Ненецком автономном округе";"Government"
"8620008290-agank";"Контактная информация администрации сельского поселения Аган";"8620008290";"Администрация Нижневартовского района";"Government"
"8620008290-vata";"Контактная информация администрации сельского поселения Вата";"8620008290";"Администрация Нижневартовского района";"Government"
"8620008290-izl";"Контактная информация администрации городского поселения Излучинск";"8620008290";"Администрация Нижневартовского района";"Government"
"8620008290-nvag";"Контактная информация администрации городского поселения Новоаганск";"8620008290";"Администрация Нижневартовского района";"Government"
"8620008290-vahovsk";"Контактная информация администрации сельского поселения Ваховск";"8620008290";"Администрация Нижневартовского района";"Government"
"8620008290-zr";"Контактная информация администрации сельского поселения Зайцева Речка";"8620008290";"Администрация Нижневартовского района";"Government"
"8620008290-pokur";"Контактная информация администрации сельского поселения Покур";"8620008290";"Администрация Нижневартовского района";"Government"
"8620008290-laryk";"Контактная информация администрации сельского поселения Ларьяк";"8620008290";"Администрация Нижневартовского района";"Government"
"8620008290-sotrlariak";"Контактная информация МКУ ""Сотрудничество"" сельского поселения Ларьяк";"8620008290";"Администрация Нижневартовского района";"Government"
"7706560536-rezproverkito";"Результаты проверок, проведенных  в территориальных органах и подведомственных организациях Росреестра органами, осуществляющие контрольно-надзорные функции";"7706560536";"Федеральная служба государственной регистрации, кадастра и картографии";"Government"
"7706560536-cnpg";"Цифровые навигационные планы городов (метаданные)";"7706560536";"Федеральная служба государственной регистрации, кадастра и картографии";"Cartography"
"7706560536-ocnk-100";"Открытые цифровые навигационные карты масштаба 1:100 000 (метаданные)";"7706560536";"Федеральная служба государственной регистрации, кадастра и картографии";"Cartography"
"8912001616-additional";"Дополнительное образование";"8912001616";"Управление образования Администрации муниципального образования Красноселькупский район в Ямало-Ненецком автономном округе";"Education"
"7706560536-ocnk-25";"Открытые цифровые навигационные карты масштаба 1:25 000 (метаданные)";"7706560536";"Федеральная служба государственной регистрации, кадастра и картографии";"Cartography"
"7706560536-cpgop";"Цифровые планы городов открытого пользования (метаданные)";"7706560536";"Федеральная служба государственной регистрации, кадастра и картографии";"Cartography"
"5312001055-s";"Перечень объектов спорта, спортивных организаций и учреждений физической культуры и спорта Парфинского муниципального района";"5312001055";"Администрация Парфинского муниципального района Новгородской области";"Sport"
"5312001055-pod";"Перечень коммерческий организаций, получивших поддержку от органов власти ";"5312001055";"Администрация Парфинского муниципального района Новгородской области";"Government"
"5312001055-per";"Перечень театров, музеев и домов культуры Парфинского муниципального района";"5312001055";"Администрация Парфинского муниципального района Новгородской области";"Culture"
"5312001055-czn";"Перечень территориальных центров занятости населения ";"5312001055";"Администрация Парфинского муниципального района Новгородской области";"Government"
"8903008622-stoppin";"Сведения о местах нахождения остановочных пунктов общественного транспорта на территории Надымского района";"8903008622";"Администрация муниципального образования Надымский район в Ямало-Ненецком автономном округе";"Transport"
"8901012616-podvedomstvennie";"Подведомственные учреждения";"8901012616";"Управление делами Правительства Ямало-Ненецкого автономного округа";"Government"
"5312001055-opn";"Перечень объектов похоронного назначения Парфинского муниципального района";"5312001055";"Администрация Парфинского муниципального района Новгородской области";"Government"
"5312001055-od";"Перечень источников открытых данных, размещённых Администрацией Парфинского муниципального района ";"5312001055";"Администрация Парфинского муниципального района Новгородской области";"Government"
"4406000746-kadim";"Проект перечня объектов недвижимого имущества, в отношении которых налоговая база определяется как кадастровая стоимость на 2019 год";"4406000746";"Администрация муниципального района город Нея и Нейский район Костромской области";"Government"
"7710747640-optapbpipn";"Сведения об оптовой продаже: Алкогольная продукция (без учета пива и пивных напитков)  (по субъектам Российской Федерации)";"7710747640";"Федеральная служба по регулированию алкогольного рынка";"Government"
"7710747640-optsnsvdev";"Сведения об оптовой продаже: Спиртные напитки свыше 9% (по субъектам Российской Федерации)";"7710747640";"Федеральная служба по регулированию алкогольного рынка";"Government"
"7710747640-optvod";"Сведения об оптовой продаже: Водка (по субъектам Российской Федерации)";"7710747640";"Федеральная служба по регулированию алкогольного рынка";"Government"
"7710747640-optlvisvdvp";"Сведения об оптовой продаже: Ликероводочные изделия с содержанием этилового спирта свыше 25% (по субъектам Российской Федерации)";"7710747640";"Федеральная служба по регулированию алкогольного рынка";"Government"
